epoch,train_loss,val_mae,lr
1,0.002701,0.053732,1.8378378378378383e-05
2,0.002029,0.051813,3.1756756756756766e-05
3,0.001975,0.051484,4.513513513513515e-05
4,0.001897,0.051286,5.851351351351353e-05
5,0.001853,0.049725,7.189189189189192e-05
6,0.001824,0.049601,8.52702702702703e-05
7,0.0018,0.048922,9.864864864864869e-05
8,0.001774,0.048746,0.00011202702702702708
9,0.001749,0.050383,0.00012540540540540546
10,0.001719,0.048447,0.00013878378378378385
11,0.001685,0.048311,0.00015216216216216224
12,0.001649,0.049173,0.00016554054054054062
13,0.001615,0.04847,0.000178918918918919
14,0.001584,0.048837,0.00019229729729729737
15,0.001556,0.047809,0.00020567567567567573
16,0.001534,0.048404,0.0002190540540540541
17,0.001519,0.048905,0.00023243243243243247
18,0.001505,0.048361,0.00024581081081081086
19,0.001493,0.04716,0.00025918918918918927
20,0.001481,0.047639,0.0002725675675675677
21,0.001472,0.047056,0.00028594594594594605
22,0.001464,0.047025,0.0002993243243243244
23,0.001455,0.046795,0.00031270270270270276
24,0.001449,0.048467,0.0003260810810810812
25,0.001441,0.048601,0.00033945945945945954
26,0.001434,0.046561,0.0003528378378378379
27,0.001428,0.047036,0.0003662162162162163
28,0.001424,0.046716,0.0003795945945945947
29,0.001417,0.047264,0.0003929729729729731
30,0.001414,0.046682,0.00040635135135135144
31,0.001408,0.046647,0.0004197297297297298
32,0.001403,0.046887,0.00043310810810810816
33,0.0014,0.048104,0.0004464864864864866
34,0.001395,0.04782,0.000459864864864865
35,0.00139,0.047195,0.0004732432432432434
36,0.001387,0.048577,0.0004866216216216218
37,0.001382,0.047331,0.0005
38,0.00138,0.04686,0.0004999975780758522
39,0.001375,0.048497,0.0004999903123504287
40,0.001371,0.046802,0.0004999782029647878
41,0.001368,0.048464,0.0004999612501540237
42,0.001364,0.047818,0.0004999394542472623
43,0.001359,0.046761,0.0004999128156676539
44,0.001356,0.047063,0.0004998813349323658
45,0.001353,0.048147,0.0004998450126525722
46,0.00135,0.047296,0.0004998038495334417
47,0.001347,0.048452,0.0004997578463741243
48,0.001345,0.048579,0.0004997070040677356
49,0.001341,0.047205,0.0004996513236013392
50,0.001339,0.047526,0.0004995908060559281
51,0.001336,0.047746,0.0004995254526064034
