epoch,train_loss,val_mae,lr
1,0.001751,0.029635,3.6756756756756765e-05
2,0.001157,0.027957,6.351351351351353e-05
3,0.001087,0.02747,9.02702702702703e-05
4,0.001064,0.026913,0.00011702702702702706
5,0.001059,0.027013,0.00014378378378378384
6,0.001047,0.026589,0.0001705405405405406
7,0.001028,0.025672,0.00019729729729729738
8,0.001012,0.026789,0.00022405405405405415
9,0.001018,0.026204,0.0002508108108108109
10,0.001002,0.025942,0.0002775675675675677
11,0.001,0.025887,0.00030432432432432447
12,0.000999,0.025265,0.00033108108108108124
13,0.000996,0.026905,0.000357837837837838
14,0.000995,0.026975,0.00038459459459459474
15,0.000992,0.026733,0.00041135135135135145
16,0.000988,0.02706,0.0004381081081081082
17,0.000985,0.025756,0.00046486486486486495
18,0.000984,0.026749,0.0004916216216216217
19,0.000982,0.025595,0.0005183783783783785
20,0.000979,0.027078,0.0005451351351351354
21,0.000978,0.025218,0.0005718918918918921
22,0.000976,0.025434,0.0005986486486486488
23,0.000975,0.025345,0.0006254054054054055
24,0.000974,0.025232,0.0006521621621621624
25,0.000973,0.025286,0.0006789189189189191
26,0.000973,0.026181,0.0007056756756756758
27,0.000972,0.025195,0.0007324324324324326
28,0.000971,0.025456,0.0007591891891891894
29,0.000971,0.025114,0.0007859459459459462
30,0.00097,0.025776,0.0008127027027027029
31,0.00097,0.025757,0.0008394594594594596
32,0.000969,0.025221,0.0008662162162162163
33,0.000968,0.025656,0.0008929729729729731
34,0.000968,0.025225,0.00091972972972973
35,0.000968,0.025319,0.0009464864864864868
36,0.000967,0.025265,0.0009732432432432436
37,0.000967,0.025166,0.001
38,0.000967,0.025482,0.000999995151298149
39,0.000966,0.02523,0.0009999806052867297
40,0.000966,0.025108,0.000999956362248142
41,0.000965,0.0255,0.0009999224226530453
42,0.000965,0.025161,0.0009998787871603506
43,0.000965,0.024953,0.0009998254566172067
44,0.000964,0.025336,0.0009997624320589847
45,0.000963,0.025501,0.0009996897147092577
46,0.000963,0.02551,0.000999607305979776
47,0.000963,0.025518,0.0009995152074704413
48,0.000963,0.025205,0.0009994134209692742
49,0.000962,0.02512,0.0009993019484523806
50,0.000962,0.025372,0.0009991807920839123
51,0.000961,0.026418,0.0009990499542160262
52,0.000961,0.025106,0.0009989094373888377
53,0.00096,0.025202,0.0009987592443303714
54,0.00096,0.025558,0.000998599377956509
55,0.00096,0.025712,0.0009984298413709312
56,0.000959,0.025436,0.0009982506378650592
57,0.000959,0.02509,0.0009980617709179893
58,0.000959,0.025742,0.0009978632441964266
59,0.000958,0.02599,0.0009976550615546126
60,0.000958,0.02527,0.0009974372270342515
61,0.000957,0.025196,0.0009972097448644308
62,0.000957,0.025149,0.0009969726194615396
63,0.000956,0.025286,0.0009967258554291834
64,0.000956,0.025352,0.0009964694575580935
65,0.000956,0.025337,0.000996203430826035
66,0.000955,0.02566,0.00099592778039771
67,0.000955,0.025379,0.000995642511624657
68,0.000954,0.025293,0.000995347630045147
