epoch,train_loss,val_mae,lr
1,0.005867,0.076938,3.6756756756756765e-05
2,0.002757,0.056984,6.351351351351353e-05
3,0.002398,0.054856,9.02702702702703e-05
4,0.00224,0.053807,0.00011702702702702706
5,0.002146,0.0531,0.00014378378378378384
6,0.002083,0.052568,0.0001705405405405406
7,0.00204,0.052101,0.00019729729729729738
8,0.002013,0.051849,0.00022405405405405415
9,0.001992,0.051586,0.0002508108108108109
10,0.001974,0.051333,0.0002775675675675677
11,0.001961,0.051215,0.00030432432432432447
12,0.001944,0.050924,0.00033108108108108124
13,0.001933,0.050808,0.000357837837837838
14,0.001921,0.050507,0.00038459459459459474
15,0.00191,0.050487,0.00041135135135135145
16,0.0019,0.051322,0.0004381081081081082
17,0.001891,0.050938,0.00046486486486486495
18,0.001884,0.050154,0.0004916216216216217
19,0.001876,0.049827,0.0005183783783783785
20,0.001868,0.049528,0.0005451351351351354
21,0.001863,0.049583,0.0005718918918918921
22,0.001856,0.049331,0.0005986486486486488
23,0.00185,0.051072,0.0006254054054054055
24,0.001847,0.049001,0.0006521621621621624
25,0.001842,0.050933,0.0006789189189189191
26,0.001838,0.050006,0.0007056756756756758
27,0.001837,0.049119,0.0007324324324324326
28,0.001829,0.049014,0.0007591891891891894
29,0.001828,0.0488,0.0007859459459459462
30,0.001821,0.049923,0.0008127027027027029
31,0.001877,0.049332,0.0008394594594594596
32,0.001814,0.04894,0.0008662162162162163
33,0.001809,0.04908,0.0008929729729729731
34,0.001807,0.048802,0.00091972972972973
35,0.001801,0.048656,0.0009464864864864868
36,0.0018,0.05026,0.0009732432432432436
37,0.001796,0.049562,0.001
38,0.00179,0.048695,0.000999995151298149
39,0.001787,0.048528,0.0009999806052867297
40,0.001781,0.048461,0.000999956362248142
41,0.001777,0.048575,0.0009999224226530453
42,0.001774,0.048892,0.0009998787871603506
43,0.001766,0.0486,0.0009998254566172067
44,0.001764,0.048382,0.0009997624320589847
45,0.00176,0.048857,0.0009996897147092577
46,0.001758,0.048661,0.000999607305979776
47,0.00175,0.048706,0.0009995152074704413
48,0.001744,0.048851,0.0009994134209692742
49,0.001741,0.050584,0.0009993019484523806
50,0.001732,0.048323,0.0009991807920839123
51,0.001727,0.048459,0.0009990499542160262
52,0.00172,0.048292,0.0009989094373888377
53,0.001713,0.048544,0.0009987592443303714
54,0.001709,0.048979,0.000998599377956509
55,0.001702,0.048159,0.0009984298413709312
56,0.001697,0.048489,0.0009982506378650592
57,0.001691,0.048382,0.0009980617709179893
58,0.001687,0.048431,0.0009978632441964266
59,0.001682,0.048865,0.0009976550615546126
60,0.001677,0.04881,0.0009974372270342515
61,0.001673,0.048368,0.0009972097448644308
62,0.001665,0.048362,0.0009969726194615396
63,0.001661,0.048283,0.0009967258554291834
64,0.001657,0.048111,0.0009964694575580935
65,0.001653,0.04833,0.000996203430826035
66,0.001649,0.048654,0.00099592778039771
67,0.001646,0.048278,0.000995642511624657
68,0.001642,0.048139,0.000995347630045147
69,0.001639,0.047958,0.0009950431413840767
70,0.001636,0.047936,0.000994729051552856
71,0.001632,0.048466,0.0009944053666492948
72,0.001629,0.047975,0.0009940720929574834
73,0.001625,0.047934,0.0009937292369476712
74,0.001623,0.048289,0.0009933768052761407
75,0.001619,0.047819,0.0009930148047850786
76,0.001617,0.047805,0.0009926432425024425
77,0.001614,0.047849,0.000992262125641825
78,0.001612,0.047871,0.0009918714616023133
79,0.00161,0.04774,0.0009914712579683457
80,0.001608,0.047806,0.0009910615225095642
81,0.001606,0.047869,0.0009906422631806636
82,0.001604,0.047868,0.0009902134881212376
83,0.001601,0.047938,0.0009897752056556204
84,0.001601,0.047559,0.0009893274242927248
85,0.001597,0.048319,0.000988870152725877
86,0.001597,0.047615,0.0009884033998326493
87,0.001595,0.0475,0.0009879271746746853
88,0.001594,0.047819,0.000987441486497526
89,0.001592,0.047943,0.0009869463447304291
90,0.00159,0.047411,0.0009864417589861868
91,0.001588,0.047828,0.0009859277390609385
92,0.001587,0.047697,0.000985404294933981
93,0.001586,0.047753,0.0009848714367675742
94,0.001584,0.048067,0.0009843291749067448
95,0.001583,0.047378,0.0009837775198790852
96,0.001582,0.047768,0.0009832164823945482
97,0.00158,0.047596,0.0009826460733452394
98,0.001579,0.047464,0.0009820663038052069
99,0.001578,0.047308,0.000981477185030225
100,0.001577,0.047377,0.000980878728457576
101,0.001576,0.047583,0.0009802709457058289
102,0.001574,0.047259,0.000979653848574612
103,0.001575,0.047748,0.0009790274490443867
104,0.001572,0.04748,0.0009783917592762115
105,0.001571,0.047215,0.0009777467916115086
106,0.001571,0.047217,0.0009770925585718235
107,0.00157,0.047362,0.0009764290728585812
108,0.001569,0.047736,0.0009757563473528403
109,0.001568,0.047115,0.0009750743951150432
110,0.001566,0.047134,0.0009743832293847614
111,0.001567,0.047612,0.0009736828635804398
112,0.001565,0.047205,0.0009729733112991353
113,0.001564,0.047089,0.000972254586316253
114,0.001564,0.047148,0.0009715267025852794
115,0.001563,0.047022,0.00097078967423751
116,0.001562,0.047687,0.0009700435155817769
117,0.001561,0.04707,0.0009692882411041696
118,0.001561,0.047202,0.0009685238654677539
119,0.00156,0.046853,0.0009677504035122881
120,0.001558,0.047229,0.0009669678702539339
121,0.001559,0.047049,0.0009661762808849655
122,0.001557,0.046927,0.0009653756507734743
123,0.001557,0.047218,0.0009645659954630705
124,0.001556,0.047397,0.000963747330672582
125,0.001556,0.0477,0.0009629196722957485
126,0.001555,0.047134,0.000962083036400913
127,0.001554,0.047144,0.0009612374392307103
128,0.001554,0.047132,0.0009603828972017512
129,0.001554,0.046812,0.0009595194269043042
130,0.001552,0.047383,0.0009586470451019727
131,0.001551,0.047103,0.0009577657687313706
132,0.001551,0.047047,0.0009568756149017926
133,0.00155,0.04694,0.0009559766008948826
134,0.00155,0.046908,0.0009550687441642973
135,0.00155,0.04683,0.0009541520623353692
136,0.001549,0.047037,0.0009532265732047618
137,0.001549,0.047058,0.0009522922947401265
138,0.001547,0.047411,0.0009513492450797525
139,0.001546,0.047039,0.0009503974425322148
140,0.001547,0.046865,0.0009494369055760191
141,0.001545,0.046814,0.0009484676528592426
142,0.001545,0.047147,0.0009474897031991725
143,0.001545,0.04719,0.0009465030755819404
144,0.001544,0.046888,0.000945507789162153
145,0.001543,0.046768,0.0009445038632625219
146,0.001543,0.046967,0.0009434913173734867
147,0.001542,0.047626,0.0009424701711528382
148,0.001542,0.046819,0.0009414404444253348
149,0.001541,0.046899,0.0009404021571823197
150,0.001541,0.046804,0.0009393553295813316
151,0.001541,0.047018,0.0009382999819457134
152,0.00154,0.046734,0.0009372361347642182
153,0.00154,0.046795,0.0009361638086906107
154,0.00154,0.047351,0.0009350830245432671
155,0.001539,0.0471,0.0009339938033047705
156,0.001538,0.046744,0.0009328961661215032
157,0.001537,0.046722,0.0009317901343032368
158,0.001537,0.046715,0.000930675729322718
159,0.001537,0.047032,0.0009295529728152524
160,0.001536,0.046854,0.0009284218865782836
161,0.001536,0.046776,0.0009272824925709703
162,0.001536,0.04714,0.0009261348129137604
163,0.001535,0.046783,0.000924978869887961
164,0.001535,0.047209,0.0009238146859353064
165,0.001534,0.046645,0.0009226422836575216
166,0.001535,0.047745,0.0009214616858158844
167,0.001534,0.046829,0.000920272915330783
168,0.001533,0.047396,0.0009190759952812709
169,0.001533,0.046906,0.0009178709489046193
170,0.001532,0.046793,0.0009166577995958657
171,0.001532,0.047113,0.0009154365709073596
172,0.001532,0.04758,0.0009142072865483055
173,0.001531,0.04662,0.0009129699703843021
174,0.001531,0.04658,0.0009117246464368798
175,0.001531,0.04674,0.0009104713388830339
176,0.00153,0.047362,0.0009092100720547548
177,0.00153,0.046859,0.0009079408704385562
178,0.00153,0.047195,0.0009066637586749996
179,0.001529,0.046673,0.0009053787615582159
180,0.001529,0.046696,0.0009040859040354239
181,0.001528,0.047033,0.0009027852112064459
182,0.001529,0.047022,0.000901476708323221
183,0.001528,0.04667,0.0009001604207893141
184,0.001527,0.047206,0.0008988363741594228
185,0.001527,0.046683,0.0008975045941388823
186,0.001527,0.046545,0.0008961651065831649
187,0.001527,0.046678,0.0008948179374973788
188,0.001526,0.046572,0.0008934631130357632
189,0.001526,0.046541,0.0008921006595011805
190,0.001526,0.046927,0.0008907306033446055
191,0.001525,0.047142,0.0008893529711646122
192,0.001525,0.046487,0.000887967789706857
193,0.001524,0.046424,0.0008865750858635597
194,0.001525,0.047044,0.0008851748866729813
195,0.001524,0.046886,0.0008837672193188993
196,0.001524,0.046649,0.0008823521111300798
197,0.001523,0.046504,0.0008809295895797466
198,0.001524,0.046425,0.0008794996822850483
199,0.001523,0.046593,0.0008780624170065223
200,0.001522,0.046785,0.000876617821647555
201,0.001522,0.04653,0.0008751659242538409
202,0.001523,0.046838,0.000873706753012838
203,0.001522,0.046453,0.0008722403362532199
204,0.001522,0.046708,0.0008707667024443265
205,0.001521,0.046852,0.0008692858801956114
206,0.001522,0.046679,0.0008677978982560858
207,0.001521,0.04646,0.000866302785513761
208,0.001521,0.04665,0.000864800570995087
209,0.00152,0.046647,0.0008632912838643894
210,0.00152,0.046993,0.0008617749534233031
211,0.001519,0.04678,0.0008602516091102032
212,0.00152,0.046631,0.000858721280499634
213,0.001519,0.046565,0.0008571839973017342
214,0.001519,0.046447,0.0008556397893616605
